*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_283638195EA926CD	m0440chsle01	Sang Exceptionnel/Shalah des Lacs	du	le	Sang Exceptionnel/Shalah des Lacs	du	le	
_E9030A069B9C2EC4	m0441chtde01	Sang Exceptionnel/Ploderos du Désert	du	le	Sang Exceptionnel/Ploderos du Désert	du	le	
_F9705B7C55706571	m0441chtjf01	Sang Magnifique/Ploderos de la Jungle	du	le	Sang Magnifique/Ploderos de la Jungle	du	le	
_8F204706DF84FB7A	m0442chuje01	Sang Exceptionnel/Wombai de la Jungle	du	le	Sang Exceptionnel/Wombai de la Jungle	du	le	
_D37A992CED90D580	m0442chulf01	Sang Magnifique/Wombai des Lacs	du	le	Sang Magnifique/Wombai des Lacs	du	le	
_12B87AE9E1A3F61B	m0443chvfe01	Sang Exceptionnel/Madakam des Forêts	du	le	Sang Exceptionnel/Madakam des Forêts	du	le	
_E4157601FBB09D9B	m0443chvff01	Sang Magnifique/Madakam des Forêts	du	le	Sang Magnifique/Madakam des Forêts	du	le	
_12C722E860C31E1F	m0443chvje01	Sang Exceptionnel/Madakam de la Jungle	du	le	Sang Exceptionnel/Madakam de la Jungle	du	le	
_D829636822853AFE	m0443chvpf01	Sang Magnifique/Madakam des Primes Racines	du	le	Sang Magnifique/Madakam des Primes Racines	du	le	
_CFA184E45165D7AF	m0444chwde01	Sang Exceptionnel/Arana du Désert	du	le	Sang Exceptionnel/Arana du Désert	du	le	
_DE15C1002BEB7B3F	m0444chwff01	Sang Magnifique/Arana des Forêts	du	le	Sang Magnifique/Arana des Forêts	du	le	
_B49366EFBBB5949F	m0445chxjf01	Sang Magnifique/Gubani de la Jungle	du	le	Sang Magnifique/Gubani de la Jungle	du	le	
_460C050F21224562	m0445chxpe01	Sang Exceptionnel/Gubani des P. Racines	du	le	Sang Exceptionnel/Gubani des P. Racines	du	le	
_2B83978FD3D4DBF2	m0446ccjfc01	Sang Parfait/Javing des Forêts 	du	le	Sang Parfait/Javing des Forêts 	du	le	
_0962430CA094135A	m0446ccjfd01	Sang de Premier Ordre/Javing des Forêts 	du	le	Sang de Premier Ordre/Javing des Forêts 	du	le	
_AEC3B3894BA2BBF4	m0446ccjja01	Sang Ordinaire/Javing de la Jungle	du	le	Sang Ordinaire/Javing de la Jungle	du	le	
_AA6A2AF7234119F9	m0446ccjjb01	Sang Moyen/Javing de la Jungle	du	le	Sang Moyen/Javing de la Jungle	du	le	
_6B9796F579E1ADB4	m0447cckdf01	Sang Magnifique/Cuttler du Désert	du	le	Sang Magnifique/Cuttler du Désert	du	le	
_8F099EEE24858629	m0447cckfe01	Sang Exceptionnel/Cuttler des Forêts	du	le	Sang Exceptionnel/Cuttler des Forêts	du	le	
_AD579EF779F1B1B3	m0447cckff01	Sang Magnifique/Cuttler des Forêts	du	le	Sang Magnifique/Cuttler des Forêts	du	le	
_AAA2741BE60096DC	m0448cclde01	Sang Exceptionnel/Ocyx du Désert	du	le	Sang Exceptionnel/Ocyx du Désert	du	le	
_A45F21ED7C255D4D	m0448cclff01	Sang Magnifique/Ocyx des Forêts	du	le	Sang Magnifique/Ocyx des Forêts	du	le	
_73D56EE77D56C0BA	m0449ccmff01	Sang Magnifique/Jugula des Forêts	du	le	Sang Magnifique/Jugula des Forêts	du	le	
_A420D2C6F255C599	m0449ccmpf01	Sang Magnifique/Jugula des P. Racines	du	le	Sang Magnifique/Jugula des P. Racines	du	le	
_6D82C63BBC26F45B	m0450ccnlf01	Sang Magnifique/Horncher des Lacs	du	le	Sang Magnifique/Horncher des Lacs	du	le	
_25D3B93B3C257C54	m0450ccnpd01	Sang de Premier Ordre/Horncher des P. Racines	du	le	Sang de Premier Ordre/Horncher des P. Racines	du	le	
_B3527B5219009D75	m0451ccodf01	Sang Magnifique/Tyrancha du Désert	du	le	Sang Magnifique/Tyrancha du Désert	du	le	
_A992252644B6C84F	m0451ccope01	Sang Exceptionnel/Tyrancha des P. Racines	du	le	Sang Exceptionnel/Tyrancha des P. Racines	du	le	
_05ACCB8A5D7207D9	m0451ccopf01	Sang Magnifique/Tyrancha des P. Racines	du	le	Sang Magnifique/Tyrancha des P. Racines	du	le	
_A474FD1D64ABB725	m0452ccpjf01	Sang Magnifique/Yetin de la Jungle	du	le	Sang Magnifique/Yetin de la Jungle	du	le	
_F3670CBCA3EA8642	m0453chqfe01	Poil Exceptionnel/Gnoof des Forêts	un	le	Poils Exceptionnels/Gnoof des Forêts	des	les	
_47938FC3ABE3CE3B	m0453chqlc01	Poil Parfait/Gnoof des Lacs	un	le	Poils Parfaits/Gnoof des Lacs	des	les	
_2A1F789A87650B57	m0454chrfe01	Poil Exceptionnel/Bolobi des Forêts	un	le	Poils Exceptionnels/Bolobi des Forêts	des	les	
_EB841FF46AD1CF2E	m0454chrlf01	Poil Magnifique/Bolobi des Lacs	un	le	Poils Magnifiques/Bolobi des Lacs	des	les	
_5BDAA05764D32E23	m0455chsdf01	Poil Magnifique/Shalah du Désert	un	le	Poils Magnifiques/Shalah du Désert	des	les	
_9E6ADEBE5A09713F	m0455chsle01	Poil Exceptionnel/Shalah des Lacs	un	le	Poils Exceptionnels/Shalah des Lacs	des	les	
_EDB0CC8FC304CB4F	m0456chuje01	Poil Exceptionnel/Wombai de la Jungle	un	le	Poils Exceptionnels/Wombai de la Jungle	des	les	
_2B743FF52B22CB23	m0456chulf01	Poil Magnifique/Wombai des Lacs	un	le	Poils Magnifiques/Wombai des Lacs	des	les	
_939A2841EA13EA34	m0457chxjf01	Poil Magnifique/Gubani de la Jungle	un	le	Poils Magnifiques/Gubani de la Jungle	des	les	
_E7701F0FEFB17243	m0457chxpe01	Poil Exceptionnel/Gubani des P. Racines	un	le	Poils Exceptionnels/Gubani des P. Racines	des	les	
_BA94AFAA58F92BF6	m0458ccpjf01	Poil Magnifique/Yetin de la Jungle	un	le	Poils Magnifiques/Yetin de la Jungle	des	les	
_D397C7340EFAA1A2	m0459chwde01	Mousse Exceptionnelle/Arana du Désert 	de la	la	Mousses Exceptionnelles/Arana du Désert 	des	les	
_0D6522DB6DF439B0	m0459chwff01	Mousse Magnifique/Arana des Forêts 	de la	la	Mousses Magnifiques/Arana des Forêts 	des	les	
_4029A3EB63A27A64	m0460ccbdc01	Bout de Chair Parfaite/Clopper du Désert 	un	le	Bouts de Chair Parfaite/Clopper du Désert 	des	les	
_6FD2F1AC7DA3D2DD	m0460ccbla01	Bout de Chair Ordinaire/Clopper des Lacs 	un	le	Bouts de Chair Ordinaire/Clopper des Lacs 	des	les	
_10494BE8D6EAE9CC	m0460ccblb01	Bout de Chair Moyenne/Clopper des Lacs 	un	le	Bouts de Chair Moyenne/Clopper des Lacs 	des	les	
_6F42E5B80004D2DD	m0460ccblc01	Bout de Chair Parfaite/Clopper des Lacs 	un	le	Bouts de Chair Parfaite/Clopper des Lacs 	des	les	
_228C84270F64FACA	m0461cccda01	Bout de Chair Ordinaire/Goari du Désert 	un	le	Bouts de Chair Ordinaire/Goari du Désert 	des	les	
_F1DD7BEA10D718B2	m0461cccdb01	Bout de Chair Moyenne/Goari du Désert 	un	le	Bouts de Chair Moyenne/Goari du Désert 	des	les	
_22FC783392C5FACA	m0461cccdc01	Bout de Chair Parfaite/Goari du Désert 	un	le	Bouts de Chair Parfaite/Goari du Désert 	des	les	
_6262C1F224E24951	m0461cccdd01	Bout de Chair de Premier Ordre/Goari du Désert	un	le	Bouts de Chair de Premier Ordre/Goari du Désert	des	les	
_59B66ED06C372C7F	m0461cccla01	Bout de Chair Ordinaire/Goari des Lacs	un	le	Bouts de Chair Ordinaire/Goari des Lacs	des	les	
_3B303C26CF610DA6	m0461ccclb01	Bout de Chair Moyenne/Goari des Lacs	un	le	Bouts de Chair Moyenne/Goari des Lacs	des	les	
_81D7B62F1B0D0678	m0461ccclf01	Bout de Chair Magnifique/Goari des Lacs	un	le	Bouts de Chair Magnifique/Goari des Lacs	des	les	
_7CEB60DDC81276DB	m0462cbcca01	Os de Base/Yber	un	l'	Os de Base/Yber	des	les	
_FE6A950EC741AD27	m0462cbccb01	Os Fin/Yber	un	l'	Os Fins/Yber	des	les	
_C4AA9083A7A0A3F9	m0462cbcld01	Os Excellent/Yber des Lacs 	un	l'	Os Excellents/Yber des Lacs 	des	les	
_61161FE9BEADE2E5	m0462cbcle01	Os Suprême/Yber des Lacs	un	l'	Os Suprêmes/Yber des Lacs	des	les	
_6958014B20EC4FD3	m0463ccgca01	Cuir de Base/Vorax	du	le	Cuirs de Base/Vorax	des	les	
_A19B72E79F990F7E	m0463ccgcb01	Cuir Fin/Vorax	du	le	Cuirs Fins/Vorax	des	les	
_9B99251B3FB8650F	m0463ccgpc01	Cuir de Choix/Vorax des P. Racines 	du	le	Cuirs de Choix/Vorax des P. Racines 	des	les	
_F6E336AF84CD9ED1	m0463ccgpd01	Cuir Excellent/Vorax des P. Racines 	du	le	Cuirs Excellents/Vorax des P. Racines 	des	les	
_1D298D65C0CF06F3	m0463ccgpe01	Cuir Suprême/Vorax des P. Racines 	du	le	Cuirs Suprêmes/Vorax des P. Racines 	des	les	
_C8D55D9CC8C5A5EE	m0464ccgca01	Os de Base/Vorax	un	l'	Os de Base/Vorax	des	les	
_B00C29A8C8D20613	m0464ccgcb01	Os Fin/Vorax	un	l'	Os Fins/Vorax	des	les	
_7950B59BA764930A	m0464ccgpc01	Os de Choix/Vorax des P. Racines	un	l'	Os de Choix/Vorax des P. Racines	des	les	
_12C76921EFE7D572	m0464ccgpd01	Os Excellent/Vorax des Primes Racines	un	l'	Os Excellents/Vorax des Primes Racines	des	les	
_5654541E59B4653A	m0464ccgpe01	Os Suprême/Vorax des P. Racines 	un	l'	Os Suprêmes/Vorax des P. Racines 	des	les	
_48D525A048C56DF3	m0465ccgca01	Croc de Base/Vorax	un	le	Crocs de Base/Vorax	des	les	
_2D6C299AC9D20E14	m0465ccgcb01	Croc Fin/Vorax	un	le	Crocs Fins/Vorax	des	les	
_7950B59BA7642313	m0465ccgpc01	Croc de Choix/Vorax des P. Racines 	un	le	Crocs de Choix/Vorax des P. Racines 	des	les	
_13E76913F007D565	m0465ccgpd01	Croc Excellent/Vorax des Primes Racines 	un	le	Crocs Excellents/Vorax des Primes Racines 	des	les	
_56545C20D614753B	m0465ccgpe01	Croc Suprême/Vorax des P. Racines 	un	le	Crocs Suprêmes/Vorax des P. Racines 	des	les	
_B73B95F484645FCD	m0467cclca01	Fragment de Griffe de Base/Ocyx	un	le	Fragments de Griffe de Base/Ocyx	des	les	
_6EFD2F5AD8F3C1B4	m0467cclcb01	Fragment de Griffe Fine/Ocyx	un	le	Fragments de Griffe Fine/Ocyx	des	les	
_EF656FC1A66889B5	m0467ccldc01	Fragment de Griffe de Choix/Ocyx du Désert	un	le	Fragments de Griffe de Choix/Ocyx du Désert	des	les	
_4ABD0239E1C73B28	m0467ccldd01	Fragment de Griffe Excellente/Ocyx du Désert	un	le	Fragments de Griffe Excellente/Ocyx du Désert	des	les	
_D8275B0CDF0FFE67	m0467cclde01	Fragment de Griffe Suprême/Ocyx du Désert	un	le	Fragments de Griffe Suprême/Ocyx du Désert	des	les	
_6F6567D7A66889B5	m0467cclfc01	Fragment de Griffe de Choix/Ocyx des Forêts	un	le	Fragments de Griffe de Choix/Ocyx des Forêts	des	les	
_9BA7CDAF0C802786	m0468ccfca01	Fragment de Griffe de Base/Najab	un	le	Fragments de Griffe de Base/Najab	des	les	
_B59929CC86A8D148	m0468ccfcb01	Fragment de Griffe Fine/Najab	un	le	Fragments de Griffe Fine/Najab	des	les	
_C58DB3BE18D463F7	m0468ccfjd01	Fragment de Griffe Excellente/Najab de la Jungle	un	le	Fragments de Griffe Excellente/Najab de la Jungle	des	les	
_293235772417D40F	m0468ccfje01	Fragment de Griffe Suprême/Najab de la Jungle	un	le	Fragments de Griffe Suprême/Najab de la Jungle	des	les	
_DAA5751574A83ABD	m0468ccflc01	Fragment de Griffe de Choix/Najab des Lacs	un	le	Fragments de Griffe de Choix/Najab des Lacs	des	les	
_D1012195777784E6	m0468ccfld01	Fragment de Griffe Excellente/Najab des Lacs	un	le	Fragments de Griffe Excellente/Najab des Lacs	des	les	
_25F388BA9012068D	m0468ccfpe01	Fragment de Griffe Suprême/Najab des P. Racines	un	le	Fragments de Griffe Suprême/Najab des P. Racines	des	les	
_B805FE74EC042CF5	m0469chwca01	Fagot de Base de Bois/Arana	un	le	Fagots de Base de Bois/Arana	des	les	
_F76A58DECC3B5C37	m0469chwcb01	Fagot Fin de Bois/Arana	un	le	Fagots Fins de Bois/Arana	des	les	
_9DAFEE66773BEF12	m0469chwdd01	Fagot Excellent de Bois/Arana du Désert	un	le	Fagots Excellents de Bois/Arana du Désert	des	les	
_B99EB320A27E9FA4	m0469chwde01	Fagot Suprême de Bois/Arana du Désert	un	le	Fagots Suprêmes de Bois/Arana du Désert	des	les	
_B9BEB320A6BE9FA4	m0469chwfe01	Fagot Suprême de Bois/Arana des Forêts	un	le	Fagots Suprêmes de Bois/Arana des Forêts	des	les	
_170409AC4E609FD6	m0470checa01	Fragment de Carapace de Base/Cray	un	le	Fragments de Carapace de Base/Cray	des	les	
_89FF17FCC2B8D132	m0470checb01	Fragment de Carapace Fine/Cray	un	le	Fragments de Carapace Fine/Cray	des	les	
_0D20AACFE0B75A00	m0470chejd01	Fragment de Carapace Excellente/Cray de la Jungle	un	le	Fragments de Carapace Excellente/Cray de la Jungle	des	les	
_5887D606AAE92EBB	m0470chelc01	Fragment de Carapace de Choix/Cray des Lacs	un	le	Fragments de Carapace de Choix/Cray des Lacs	des	les	
_3FE2FD94818A0F29	m0470cheld01	Fragment de Carapace Excellente/Cray des Lacs	un	le	Fragments de Carapace Excellente/Cray des Lacs	des	les	
_C1AD8DB7D2643BFC	m0470chele01	Fragment de Carapace Suprême/Cray des Lacs	un	le	Fragments de Carapace Suprême/Cray des Lacs	des	les	
_61D3555CE0D8C46D	m0471chvca01	Fragment de Peau de Base/Madakam	un	le	Fragments de Peau de Base/Madakam	des	les	
_F02520EB4BFB5AE7	m0471chvcb01	Fragment de Peau Fine/Madakam	un	le	Fragments de Peau Fine/Madakam	des	les	
_7BA4378793E194B2	m0471chvfd01	Fragment de Peau Excellente/Madakam des Forêts	un	le	Fragments de Peau Excellente/Madakam des Forêts	des	les	
_EF8CC4D80623700E	m0471chvfe01	Fragment de Peau Suprême/Madakam des Forêts	un	le	Fragments de Peau Suprême/Madakam des Forêts	des	les	
_19ACB23ECBA0E647	m0471chvjc01	Fragment de Peau de Choix/Madakam de la Jungle	un	le	Fragments de Peau de Choix/Madakam de la Jungle	des	les	
_6F4BA0D986E24C0B	m0471chvje01	Fragment de Peau Suprême/Madakam de la Jungle	un	le	Fragments de Peau Suprême/Madakam de la Jungle	des	les	
_DF0B2171D0CC2B55	m0471chvpe01	Fragment de Peau Suprême/Madakam des P. Racines 	un	le	Fragments de Peau Suprême/Madakam des P. Racines 	des	les	
_36C881AAFF381EDF	m0472cpaca01	Bourgeon de Base/Jubla	un	le	Bourgeons de Base/Jubla	des	les	
_790CA1F34C9FA634	m0472cpacb01	Bourgeon Fin/Jubla	un	le	Bourgeons Fins/Jubla	des	les	
_41D4732F9CF37D96	m0472cpape01	Bourgeon Suprême/Jubla des P. Racines	un	le	Bourgeons Suprêmes/Jubla des P. Racines	des	les	
_5A05DD71D9C625C2	m0473cpbca01	Bourgeon de Base/Stinga	un	le	Bourgeons de Base/Stinga	des	les	
_632B3E6A4226D223	m0473cpbcb01	Bourgeon Fin/Stinga	un	le	Bourgeons Fins/Stinga	des	les	
_C4A8B44534FF1CE9	m0473cpble01	Bourgeon Suprême/Stinga des Lacs	un	le	Bourgeons Suprêmes/Stinga des Lacs	des	les	
_D05FB57724CC87B9	m0474cpcca01	Bourgeon de Base/Psykopla	un	le	Bourgeons de Base/Psykopla	des	les	
_A86461A4D2420E82	m0474cpccb01	Bourgeon Fin/Psykopla	un	le	Bourgeons Fins/Psykopla	des	les	
_0E135C446EDBA154	m0474cpcfe01	Bourgeon Suprême/Psykopla des Forêts	un	le	Bourgeons Suprêmes/Psykopla des Forêts	des	les	
_4DC1448BE7376AA5	m0474cpcpe01	Bourgeon Suprême/Psykopla des Primes Racines	un	le	Bourgeons Suprêmes/Psykopla des Primes Racines	des	les	
_E35364E28CDF377B	m0475cpdca01	Bourgeon de Base/Slaveni	un	le	Bourgeons de Base/Slaveni	des	les	
_96B5AA3F9676EE92	m0475cpdcb01	Bourgeon Fin/Slaveni	un	le	Bourgeons Fins/Slaveni	des	les	
_B096AF236BF9197A	m0475cpdje01	Bourgeon Suprême/Slaveni de la Jungle	un	le	Bourgeons Suprêmes/Slaveni de la Jungle	des	les	
_E33264E047BF0F76	m0476cpeca01	Bourgeon de Base/Cratcha	un	le	Bourgeons de Base/Cratcha	des	les	
_94B6623DD477A691	m0476cpecb01	Bourgeon Fin/Cratcha	un	le	Bourgeons Fins/Cratcha	des	les	
_CCCBC29D2B2AC559	m0476cpefc01	Bourgeon de Choix/Cratcha des Forêts 	un	le	Bourgeons de Choix/Cratcha des Forêts 	des	les	
_2AB78B206C2BF17F	m0476cpefe01	Bourgeon Suprême/Cratcha des Forêts	un	le	Bourgeons Suprêmes/Cratcha des Forêts	des	les	
_5945E177D90629CC	m0477cpfca01	Bourgeon de Base/Shooki	un	le	Bourgeons de Base/Shooki	des	les	
_E46A5E6E8306B228	m0477cpfcb01	Bourgeon Fin/Shooki	un	le	Bourgeons Fins/Shooki	des	les	
_429CEB5E73A1D144	m0477cpfde01	Bourgeon Suprême/Shooki du Désert	un	le	Bourgeons Suprêmes/Shooki du Désert		les	
_AA93DD9C09BA7937	m0479ckbca01	Fragment de Carapace de Base/Kinrey	un	le	Fragments de Carapace de Base/Kinrey	des	les	
_1C973CFC4E7E713A	m0479ckbcb01	Fragment de Carapace Fine/Kinrey	un	le	Fragments de Carapace Fine/Kinrey	des	les	
_B77955D7B7CF6FFF	m0479ckbcd01	Fragment de Carapace Excellente/Kinrey	un	le	Fragments de Carapace Excellente/Kinrey	des	les	
_DFEC4E6837E39325	m0479ckbdc01	Fragment de Carapace de Choix/Kinrey du Désert	un	le	Fragments de Carapace de Choix/Kinrey du Désert	des	les	
_6971B7A1C9DE9361	m0479ckbpe01	Fragment de Carapace Suprême/Kinrey des Primes Racines	un	le	Fragments de Carapace Suprême/Kinrey des Primes Racines	des	les	
_6BD3F99E0A7B7929	m0480ckbca01	Fragment de Dard de Base/Kinrey	un	le	Fragments de Dard de Base/Kinrey	des	les	
_5D4744FBD1BEA131	m0480ckbcb01	Fragment de Dard Fin/Kinrey 	un	le	Fragments de Dard Fin/Kinrey 	des	les	
_797A85D7B7CF5BF3	m0480ckbcd01	Fragment de Dard Excellent/Kinrey	un	le	Fragments de Dard Excellent/Kinrey	des	les	
_A02C6A6A38A49317	m0480ckbdc01	Fragment de Dard de Choix/Kinrey du Désert	un	le	Fragments de Dard de Choix/Kinrey du Désert	des	les	
_B071B7A1C93EA360	m0480ckbpe01	Fragment de Dard Suprême/Kinrey des Primes Racines	un	le	Fragments de Dard Suprême/Kinrey des Primes Racines	des	les	
_F596EE6471E97560	m0481ckbca01	Fragment de Mandibule de Base/Kinrey 	un	le	Fragments de Mandibule de Base/Kinrey 	des	les	
_F1CB7001B72CB2C4	m0481ckbcb01	Fragment de Mandibule Fin/Kinrey 	un	le	Fragments de Mandibule Fin/Kinrey 	des	les	
_10BC8574D11FA025	m0481ckbcd01	Fragment de Mandibule Excellente/Kinrey 	un	le	Fragments de Mandibule Excellente/Kinrey 	des	les	
_EAF2A82C20511BF4	m0481ckbdc01	Fragment de Mandibule de Choix/Kinrey du Désert	un	le	Fragments de Mandibule de Choix/Kinrey du Désert	des	les	
_4A01F070F152E4EE	m0481ckbpe01	Fragment de Mandibule Suprême/Kinrey des Primes Racines	un	le	Fragments de Mandibule Suprême/Kinrey des Primes Racines	des	les	
_58D48C10E99B484D	m0485ckaca01	Fragment de Carapace de Base/Kidinak 	un	le	Fragments de Carapace de Base/Kidinak 	des	les	
_26B269C6B87B02F4	m0485ckacb01	Fragment de Carapace Fine/Kidinak 	un	le	Fragments de Carapace Fine/Kidinak 	des	les	
_693A0D14A689276C	m0485ckape01	Fragment de Carapace Suprême/Kidinak des Primes Racines	un	le	Fragments de Carapace Suprême/Kidinak des Primes Racines	des	les	
_324C2655FEDA114C	m0487ckaca01	Fragment de Mandibule de Base/Kidinak 	un	le	Fragments de Mandibule de Base/Kidinak 	des	les	
_3AD1BA5AF1BB0E41	m0487ckacb01	Fragment de Mandibule Fine/Kidinak 	un	le	Fragments de Mandibule Fine/Kidinak 	des	les	
_26560DADB71DB9DF	m0487ckape01	Fragment de Mandibule Suprême/Kidinak des Primes Racines	un	le	Fragments de Mandibule Suprême/Kidinak des Primes Racines	des	les	
_A2E3695C9AF8D078	m0488ckaca01	Fragment de Queue de Base/Kidinak 	un	le	Fragments de Queue de Base/Kidinak 	des	les	
_71852CEFC60B4EEE	m0488ckacb01	Fragment de Queue Fine/Kidinak 	un	le	Fragments de Queue Fine/Kidinak 	des	les	
_A00B11710DBC2B58	m0488ckape01	Fragment de Queue Suprême/Kidinak des Primes Racines	un	le	Fragments de Queue Suprême/Kidinak des Primes Racines	des	les	
_98156C2669DC285E	m0490ckcca01	Fragment de Carapace de Base/Kizarak	un	le	Fragments de Carapace de Base/Kizarak	des	les	
_641379BEBD7B02F3	m0490ckccb01	Fragment de Carapace Fine/Kizarak	un	le	Fragments de Carapace Fine/Kizarak	des	les	
_9BC5742A6C8C3063	m0491ckcca01	Fragment de Dard de Base/Kizarak 	un	le	Fragments de Dard de Base/Kizarak 	des	les	
_E45395C0BE3C02EF	m0491ckccb01	Fragment de Dard Fin/Kizarak 	un	le	Fragments de Dard Fin/Kizarak 	des	les	
_728D166303DA1147	m0492ckcca01	Fragment de Mandibule de Base/Kizarak 	un	le	Fragments de Mandibule de Base/Kizarak 	des	les	
_7AD1CA52F73B663C	m0492ckccb01	Fragment de Mandibule Fin/Kizarak 	un	le	Fragments de Mandibule Fin/Kizarak 	des	les	
_9CF70CD74810046B	m0496ckhca01	Fragment de Dard de Base/Kipee 	un	le	Fragments de Dard de Base/Kipee 	des	les	
_56F2FDAD57047FA1	m0496ckhcb01	Fragment de Dard Fin/Kipee 	un	le	Fragments de Dard Fin/Kipee 	des	les	
_D6720E5EB2596240	m0496ckhdc01	Fragment de Dard de Choix/Kipee du Désert 	un	le	Fragments de Dard de Choix/Kipee du Désert 	des	les	
_262646E5DBF08B03	m0496ckhdd01	Fragment de Dard Excellent/Kipee du Désert 	un	le	Fragments de Dard Excellent/Kipee du Désert 	des	les	
_55FACEB029C5401A	m0496ckhde01	Fragment de Dard Suprême/Kipee du Désert 	un	le	Fragments de Dard Suprême/Kipee du Désert 	des	les	
_D612126A32596640	m0496ckhfc01	Fragment de Dard de Choix/Kipee des Forêts 	un	le	Fragments de Dard de Choix/Kipee des Forêts 	des	les	
_E84642F15B008B02	m0496ckhfd01	Fragment de Dard Excellent/Kipee des Forêts 	un	le	Fragments de Dard Excellent/Kipee des Forêts 	des	les	
_D5EAF6B469C53C25	m0496ckhfe01	Fragment de Dard Suprême/Kipee des Forêts 	un	le	Fragments de Dard Suprême/Kipee des Forêts 	des	les	
_1493127433684A33	m0496ckhjc01	Fragment de Dard de Choix/Kipee de la Jungle	un	le	Fragments de Dard de Choix/Kipee de la Jungle	des	les	
_9A9AC1CABCB430D8	m0496ckhld01	Fragment de Dard Excellent/Kipee des Lacs	un	le	Fragments de Dard Excellent/Kipee des Lacs	des	les	
_F520F72F40F4531F	m0496ckhpc01	Fragment de Dard de Choix/Kipee des P. Racines 	un	le	Fragments de Dard de Choix/Kipee des P. Racines 	des	les	
_3B26940DAC4C3B5C	m0496ckhpd01	Fragment de Dard Excellent/Kipee des P. Racines 	un	le	Fragments de Dard Excellent/Kipee des P. Racines 	des	les	
_25F4C300D1C52071	m0496ckhpe01	Fragment de Dard Suprême/Kipee des P. Racines 	un	le	Fragments de Dard Suprême/Kipee des P. Racines 	des	les	
_85C721E64D52043B	m0497dxacb01	Ecorce de Base/Adriel	une	l'	Ecorces de Base/Adriel	des	les	
_EC49DD235571B502	m0497dxacc01	Ecorce Fine/Adriel	une	l'	Ecorces Fines/Adriel	des	les	
_3E0397C7F7981914	m0497dxadd01	Ecorce de Choix/Adriel du Désert	une	l'	Ecorces de Choix/Adriel du Désert	des	les	
_EA0C18DFFFB40847	m0497dxade01	Ecorce Excellente/Adriel du Désert	une	l'	Ecorces Excellentes/Adriel du Désert	des	les	
_5607373430C6126B	m0497dxadf01	Ecorce Suprême/Adriel du Désert	une	l'	Ecorces Suprêmes/Adriel du Désert	des	les	
_7E1393D2F9B81914	m0497dxafd01	Ecorce de Choix/Adriel des Forêts	une	l'	Ecorces de Choix/Adriel des Forêts	des	les	
_AAAC24E1BF541447	m0497dxafe01	Ecorce Excellente/Adriel des Forêts	une	l'	Ecorces Excellentes/Adriel des Forêts	des	les	
_56A73B40B0C6166B	m0497dxaff01	Ecorce Suprême/Adriel des Forêts	une	l'	Ecorces Suprêmes/Adriel des Forêts	des	les	
_F9C28BD87CF81905	m0497dxajd01	Ecorce de Choix/Adriel de la Jungle	une	l'	Ecorces de Choix/Adriel de la Jungle	des	les	
_A91C18E7BEC40849	m0497dxaje01	Ecorce Excellente/Adriel de la Jungle	une	l'	Ecorces Excellentes/Adriel de la Jungle	des	les	
_94283B4AB1D5FA5E	m0497dxajf01	Ecorce Suprême/Adriel de la Jungle	une	l'	Ecorces Suprêmes/Adriel de la Jungle	des	les	
_63AE8846D46B5DFA	m0497dxald01	Ecorce de Choix/Adriel des Lacs	une	l'	Ecorces de Choix/Adriel des Lacs	des	les	
_49D2EB48B9A9124A	m0497dxale01	Ecorce Excellente/Adriel des Lacs	une	l'	Ecorces Excellentes/Adriel des Lacs	des	les	
_9E9753060175DFDC	m0497dxalf01	Ecorce Suprême/Adriel des Lacs	une	l'	Ecorces Suprêmes/Adriel des Lacs	des	les	
_7C85B83E9F72F61E	m0497dxapd01	Ecorce de Choix/Adriel des P. Racines	une	l'	Ecorces de Choix/Adriel des P. Racines	des	les	
_D625896C374109B4	m0497dxape01	Ecorce Excellente/Adriel des P. Racines	une	l'	Ecorces Excellentes/Adriel des P. Racines	des	les	
_A1F442179222E138	m0497dxapf01	Ecorce Suprême/Adriel des P. Racines	une	l'	Ecorces Suprêmes/Adriel des P. Racines	des	les	
_E86345C4CEB21F80	m0498chwca01	Fragment d'Oeil de Base/Arana	un	le	Fragments d'Oeil de Base/Arana	des	les	
_6B59A79111B37DAD	m0498chwcb01	Fragment d'Oeil Fin/Arana	un	le	Fragments d'Oeil Fin/Arana	des	les	
_0B3CF59256647CFF	m0498chwdd01	Fragment d'Oeil Excellent/Arana du Désert	un	le	Fragments d'Oeil Excellent/Arana du Désert	des	les	
_660537FBA06ED586	m0498chwde01	Fragment d'Oeil Suprême/Arana du Désert	un	le	Fragments d'Oeil Suprême/Arana du Désert	des	les	
_269567FFA06ED987	m0498chwfe01	Fragment d'Oeil Suprême/Arana des Forêts	un	le	Fragments d'Oeil Suprême/Arana des Forêts	des	les	
_0CC359974F03A1EE	m0499chwca01	Ongle de Base/Arana	un	l'	Ongles de Base/Arana	des	les	
_AA6DC1831211D20B	m0499chwcb01	Ongle Fine/Arana	un	l'	Ongles Fins/Arana	des	les	
_8920594D2554A3AD	m0499chwdd01	Ongle Excellent/Arana du Désert 	un	l'	Ongles Excellents/Arana du Désert 	des	les	
_FCAEECF7FDF2744E	m0499chwde01	Ongle Suprême/Arana du Désert	a	the	Ongles Suprêmes/Arana du Désert	des	les	
